Last Updated,Start Temperature,Segment 1,Segment 2,Segment 3,Segment 4,Segment 5
2023-12-13 11:23:44,50,"Temp: 120, Hours: 0, minutes: 0","Temp: 120, Hours: 1, minutes: 0","Temp: 140, Hours: 0, minutes: 0","Temp: 140, Hours: 2, minutes: 0","Temp: 30, Hours: 0, minutes: 0"
